word,freq_hike,freq_cut,p_hike,p_cut,log_odds
меру,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
сбалансированной,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
дедолларизации,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
превратится,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
объявлены,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
комментария,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
угрожает,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
действенны,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
впрок,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
максимальным,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
ужесточаться,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
ужесточить,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
машиностроении,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
вилка,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
адресных,3,0,3.905132018112547e-05,1.204296061253388e-07,5.781566561453834
